timestamp,hour,day_of_week,is_weekend,hourly_seasonality,weekly_seasonality,trend,noise,demand
2025-01-02 14:00:00,14,3,0,8,3,0.10560444650301065,-2.4734436470737187,29
2025-01-02 15:00:00,15,3,0,8,3,0.10838351088466883,1.9517783634741033,33
2025-01-02 16:00:00,16,3,0,8,3,0.111162575266327,2.2297625136103267,33
2025-01-02 17:00:00,17,3,0,8,3,0.11394163964798518,1.629462804915585,33
2025-01-02 18:00:00,18,3,0,3,3,0.11672070402964335,-1.9965291218660828,24
2025-01-02 19:00:00,19,3,0,3,3,0.11949976841130153,0.6964839692001593,27
2025-01-02 20:00:00,20,3,0,3,3,0.1222788327929597,0.35005742742218465,26
2025-01-02 21:00:00,21,3,0,3,3,0.12505789717461788,0.6560657901870388,27
2025-01-02 22:00:00,22,3,0,-2,3,0.12783696155627605,2.6142863338445697,24
2025-01-02 23:00:00,23,3,0,-2,3,0.13061602593793423,0.6707866463240468,22
2025-01-03 00:00:00,0,4,0,-8,3,0.1333950903195924,2.0367406892156845,17
2025-01-03 01:00:00,1,4,0,-8,3,0.13617415470125058,0.20273720846667437,15
2025-01-03 02:00:00,2,4,0,-8,3,0.13895321908290875,0.8673581960699525,16
2025-01-03 03:00:00,3,4,0,-8,3,0.14173228346456693,1.8938646775156212,17
2025-01-03 04:00:00,4,4,0,-8,3,0.1445113478462251,-4.371467459567,11
2025-01-03 05:00:00,5,4,0,-8,3,0.14729041222788328,-0.959013649071904,14
2025-01-03 06:00:00,6,4,0,2,3,0.15006947660954145,-1.4111179628783865,24
2025-01-03 07:00:00,7,4,0,2,3,0.15284854099119963,-1.9166335447300258,23
2025-01-03 08:00:00,8,4,0,2,3,0.1556276053728578,-0.8254267536800513,24
2025-01-03 09:00:00,9,4,0,2,3,0.15840666975451598,4.484823933703188,30
2025-01-03 10:00:00,10,4,0,12,3,0.16118573413617415,-2.5974933470797295,33
2025-01-03 11:00:00,11,4,0,12,3,0.16396479851783233,2.9048350637744424,38
2025-01-03 12:00:00,12,4,0,12,3,0.1667438628994905,-5.048609314847415,30
2025-01-03 13:00:00,13,4,0,12,3,0.16952292728114868,-1.0046550899573246,34
2025-01-03 14:00:00,14,4,0,8,3,0.17230199166280685,0.48825919531501677,32
2025-01-03 15:00:00,15,4,0,8,3,0.17508105604446503,1.7586669940778346,33
2025-01-03 16:00:00,16,4,0,8,3,0.1778601204261232,2.133679739378565,33
2025-01-03 17:00:00,17,4,0,8,3,0.18063918480778138,2.380041705599776,34
2025-01-03 18:00:00,18,4,0,3,3,0.18341824918943955,-1.0461752167453127,25
2025-01-03 19:00:00,19,4,0,3,3,0.18619731357109773,-1.3870553779937014,25
2025-01-03 20:00:00,20,4,0,3,3,0.1889763779527559,2.5739276437714613,29
2025-01-03 21:00:00,21,4,0,3,3,0.19175544233441408,-0.5739129746448447,26
2025-01-03 22:00:00,22,4,0,-2,3,0.19453450671607225,-3.8270589700137654,17
2025-01-03 23:00:00,23,4,0,-2,3,0.19731357109773043,-3.3998616420104417,18
2025-01-04 00:00:00,0,5,1,-8,-3,0.2000926354793886,-2.758356858004834,6
2025-01-04 01:00:00,1,5,1,-8,-3,0.20287169986104678,1.4914822321612922,11
2025-01-04 02:00:00,2,5,1,-8,-3,0.20565076424270495,0.42727720821169574,10
2025-01-04 03:00:00,3,5,1,-8,-3,0.20842982862436313,2.0714560622033047,11
2025-01-04 04:00:00,4,5,1,-8,-3,0.2112088930060213,-1.2817579390096028,8
2025-01-04 05:00:00,5,5,1,-8,-3,0.21398795738767948,0.4756190732301427,10
2025-01-04 06:00:00,6,5,1,2,-3,0.21676702176933765,1.87677118190201,21
2025-01-04 07:00:00,7,5,1,2,-3,0.21954608615099583,-0.9280396191607152,18
2025-01-04 08:00:00,8,5,1,2,-3,0.222325150532654,1.3703257126722344,21
2025-01-04 09:00:00,9,5,1,2,-3,0.22510421491431218,-1.9857778231999537,17
2025-01-04 10:00:00,10,5,1,12,-3,0.22788327929597035,-1.0891615396952155,28
2025-01-04 11:00:00,11,5,1,12,-3,0.23066234367762853,-1.1452136819949872,28
2025-01-04 12:00:00,12,5,1,12,-3,0.2334414080592867,-3.587518936767119,26
2025-01-04 13:00:00,13,5,1,12,-3,0.23622047244094488,1.4609174423567455,31
2025-01-04 14:00:00,14,5,1,8,-3,0.23899953682260305,-1.4082070206081716,24
2025-01-04 15:00:00,15,5,1,8,-3,0.24177860120426123,0.03748235618306229,25
2025-01-04 16:00:00,16,5,1,8,-3,0.2445576655859194,1.442239976717727,27
2025-01-04 17:00:00,17,5,1,8,-3,0.24733672996757758,1.3395935280898321,27
2025-01-04 18:00:00,18,5,1,3,-3,0.25011579434923575,1.9961553269183587,22
2025-01-04 19:00:00,19,5,1,3,-3,0.2528948587308939,-0.2954564535282708,20
2025-01-04 20:00:00,20,5,1,3,-3,0.2556739231125521,-1.2698949361324612,19
2025-01-04 21:00:00,21,5,1,3,-3,0.2584529874942103,-0.23915463271919715,20
2025-01-04 22:00:00,22,5,1,-2,-3,0.26123205187586845,-5.062003301874089,10
2025-01-04 23:00:00,23,5,1,-2,-3,0.2640111162575266,-4.341337417269262,11
2025-01-05 00:00:00,0,6,1,-8,-3,0.2667901806391848,-3.968098837063207,5
2025-01-05 01:00:00,1,6,1,-8,-3,0.269569245020843,-2.9917404828044454,6
2025-01-05 02:00:00,2,6,1,-8,-3,0.27234830940250115,1.1993226801703099,10
2025-01-05 03:00:00,3,6,1,-8,-3,0.2751273737841593,-2.7164371660801825,7
2025-01-05 04:00:00,4,6,1,-8,-3,0.2779064381658175,-1.1344876621181692,8
2025-01-05 05:00:00,5,6,1,-8,-3,0.2806855025474757,3.8976848933581962,13
2025-01-05 06:00:00,6,6,1,2,-3,0.28346456692913385,-1.0687919131842778,18
2025-01-05 07:00:00,7,6,1,2,-3,0.286243631310792,2.2125467054012598,21
2025-01-05 08:00:00,8,6,1,2,-3,0.2890226956924502,-2.800853040029631,16
2025-01-05 09:00:00,9,6,1,2,-3,0.2918017600741084,-0.6163126736028901,19
2025-01-05 10:00:00,10,6,1,12,-3,0.29458082445576655,-2.850066164731744,26
2025-01-05 11:00:00,11,6,1,12,-3,0.2973598888374247,-1.0170992277016875,28
2025-01-05 12:00:00,12,6,1,12,-3,0.3001389532190829,2.5209244123721866,32
2025-01-05 13:00:00,13,6,1,12,-3,0.3029180176007411,-5.181961269577046,24
2025-01-05 14:00:00,14,6,1,8,-3,0.30569708198239925,1.303270930637572,27
2025-01-05 15:00:00,15,6,1,8,-3,0.3084761463640574,0.7132068069968337,26
2025-01-05 16:00:00,16,6,1,8,-3,0.3112552107457156,-1.7824498670903832,24
2025-01-05 17:00:00,17,6,1,8,-3,0.3140342751273738,-4.3381735631653635,21
2025-01-05 18:00:00,18,6,1,3,-3,0.31681333950903195,0.21638852314160856,21
2025-01-05 19:00:00,19,6,1,3,-3,0.3195924038906901,-1.5884781271914072,19
2025-01-05 20:00:00,20,6,1,3,-3,0.3223714682723483,0.6980286340641119,21
2025-01-05 21:00:00,21,6,1,3,-3,0.3251505326540065,0.06555643657032864,20
2025-01-05 22:00:00,22,6,1,-2,-3,0.32792959703566466,4.8053366739627466,20
2025-01-05 23:00:00,23,6,1,-2,-3,0.3307086614173228,-0.7180668824190728,15
2025-01-06 00:00:00,0,0,0,-8,3,0.333487725798981,-3.070492477865595,12
2025-01-06 01:00:00,1,0,0,-8,3,0.3362667901806392,0.5378269048689485,16
2025-01-06 02:00:00,2,0,0,-8,3,0.33904585456229736,0.6599900519152955,16
2025-01-06 03:00:00,3,0,0,-8,3,0.3418249189439555,4.077562725721309,19
2025-01-06 04:00:00,4,0,0,-8,3,0.3446039833256137,2.5053337377437357,18
2025-01-06 05:00:00,5,0,0,-8,3,0.3473830477072719,1.0706131774485281,16
2025-01-06 06:00:00,6,0,0,2,3,0.35016211208893006,4.389908673658685,30
2025-01-06 07:00:00,7,0,0,2,3,0.3529411764705882,-3.5662891629685527,22
2025-01-06 08:00:00,8,0,0,2,3,0.3557202408522464,-1.919254598249243,23
2025-01-06 09:00:00,9,0,0,2,3,0.3584993052339046,-2.779727824216575,23
2025-01-06 10:00:00,10,0,0,12,3,0.36127836961556276,-1.169429409467304,34
2025-01-06 11:00:00,11,0,0,12,3,0.3640574339972209,-4.130058442668926,31
2025-01-06 12:00:00,12,0,0,12,3,0.3668364983788791,1.905452840443213,37
2025-01-06 13:00:00,13,0,0,12,3,0.3696155627605373,-0.6666680912963201,35
2025-01-06 14:00:00,14,0,0,8,3,0.37239462714219546,-4.412418883507973,27
2025-01-06 15:00:00,15,0,0,8,3,0.3751736915238536,-3.0467372436226245,28
2025-01-06 16:00:00,16,0,0,8,3,0.3779527559055118,0.9405415423505858,32
2025-01-06 17:00:00,17,0,0,8,3,0.38073182028717,2.5143797036831432,34
2025-01-06 18:00:00,18,0,0,3,3,0.38351088466882816,5.99019267507536,32
2025-01-06 19:00:00,19,0,0,3,3,0.3862899490504863,8.741587398021988,35
2025-01-06 20:00:00,20,0,0,3,3,0.3890690134321445,1.243228299827989,28
2025-01-06 21:00:00,21,0,0,3,3,0.3918480778138027,-2.9686143600955925,23
2025-01-06 22:00:00,22,0,0,-2,3,0.39462714219546086,-6.396138842193928,15
2025-01-06 23:00:00,23,0,0,-2,3,0.397406206577119,0.8031343870315074,22
2025-01-07 00:00:00,0,1,0,-8,3,0.4001852709587772,-2.4388232859309777,13
2025-01-07 01:00:00,1,1,0,-8,3,0.4029643353404354,-1.246071780539056,14
2025-01-07 02:00:00,2,1,0,-8,3,0.40574339972209356,-1.8362903971794242,14
2025-01-07 03:00:00,3,1,0,-8,3,0.4085224641037517,-0.4223726592491558,15
2025-01-07 04:00:00,4,1,0,-8,3,0.4113015284854099,3.1979406923629305,19
2025-01-07 05:00:00,5,1,0,-8,3,0.4140805928670681,0.47114570233603387,16
2025-01-07 06:00:00,6,1,0,2,3,0.41685965724872626,-0.4759045111160649,25
2025-01-07 07:00:00,7,1,0,2,3,0.4196387216303844,-3.106961258477435,22
2025-01-07 08:00:00,8,1,0,2,3,0.4224177860120426,-5.024048834113071,20
2025-01-07 09:00:00,9,1,0,2,3,0.4251968503937008,-1.4589237272199926,24
2025-01-07 10:00:00,10,1,0,12,3,0.42797591477535896,-0.16134765245496147,35
2025-01-07 11:00:00,11,1,0,12,3,0.4307549791570171,5.303789740739649,41
2025-01-07 12:00:00,12,1,0,12,3,0.4335340435386753,0.3908235644186575,36
2025-01-07 13:00:00,13,1,0,12,3,0.4363131079203335,2.9482185330691726,38
2025-01-07 14:00:00,14,1,0,8,3,0.43909217230199166,-1.4978867956174562,30
2025-01-07 15:00:00,15,1,0,8,3,0.4418712366836498,-3.5548312992510738,28
2025-01-07 16:00:00,16,1,0,8,3,0.444650301065308,-2.8953502866971155,29
2025-01-07 17:00:00,17,1,0,8,3,0.4474293654469662,-2.1756781936072596,29
2025-01-07 18:00:00,18,1,0,3,3,0.45020842982862436,6.385409197305494,33
2025-01-07 19:00:00,19,1,0,3,3,0.4529874942102825,-2.4641600376731585,24
2025-01-07 20:00:00,20,1,0,3,3,0.4557665585919407,2.5154676112090346,29
2025-01-07 21:00:00,21,1,0,3,3,0.4585456229735989,-2.708781534261079,24
2025-01-07 22:00:00,22,1,0,-2,3,0.46132468735525706,2.7947190386227323,24
2025-01-07 23:00:00,23,1,0,-2,3,0.4641037517369152,1.1548528983175894,23
2025-01-08 00:00:00,0,2,0,-8,3,0.4668828161185734,-0.4699136929742712,15
2025-01-08 01:00:00,1,2,0,-8,3,0.4696618805002316,-0.12228757840630208,15
2025-01-08 02:00:00,2,2,0,-8,3,0.47244094488188976,-1.9643630862881714,14
2025-01-08 03:00:00,3,2,0,-8,3,0.4752200092635479,1.3382166044462416,17
2025-01-08 04:00:00,4,2,0,-8,3,0.4779990736452061,-1.36495044102234,14
2025-01-08 05:00:00,5,2,0,-8,3,0.4807781380268643,-3.6768172913017443,12
2025-01-08 06:00:00,6,2,0,2,3,0.48355720240852246,-3.833812722958858,22
2025-01-08 07:00:00,7,2,0,2,3,0.4863362667901806,0.5177637531663585,26
2025-01-08 08:00:00,8,2,0,2,3,0.4891153311718388,4.7372737692313045,30
2025-01-08 09:00:00,9,2,0,2,3,0.491894395553497,0.4799748407203147,26
2025-01-08 10:00:00,10,2,0,12,3,0.49467345993515516,-0.3559149783296477,35
2025-01-08 11:00:00,11,2,0,12,3,0.4974525243168133,0.8574784188076287,36
2025-01-08 12:00:00,12,2,0,12,3,0.5002315886984715,3.918005225120474,39
2025-01-08 13:00:00,13,2,0,12,3,0.5030106530801297,0.658147504091569,36
2025-01-08 14:00:00,14,2,0,8,3,0.5057897174617878,-1.2327816925012116,30
2025-01-08 15:00:00,15,2,0,8,3,0.508568781843446,3.3188661301796665,35
2025-01-08 16:00:00,16,2,0,8,3,0.5113478462251042,1.2862693153848404,33
2025-01-08 17:00:00,17,2,0,8,3,0.5141269106067624,4.607267975987976,36
2025-01-08 18:00:00,18,2,0,3,3,0.5169059749884206,0.5497033116657184,27
2025-01-08 19:00:00,19,2,0,3,3,0.5196850393700787,-3.673407095161501,23
2025-01-08 20:00:00,20,2,0,3,3,0.5224641037517369,-4.104477597736995,22
2025-01-08 21:00:00,21,2,0,3,3,0.5252431681333951,4.9527837966937485,31
2025-01-08 22:00:00,22,2,0,-2,3,0.5280222325150532,5.170997162349892,27
2025-01-08 23:00:00,23,2,0,-2,3,0.5308012968967114,-0.5385576398478019,21
2025-01-09 00:00:00,0,3,0,-8,3,0.5335803612783696,-1.1495619634079632,14
2025-01-09 01:00:00,1,3,0,-8,3,0.5363594256600278,4.3843328767266065,20
2025-01-09 02:00:00,2,3,0,-8,3,0.539138490041686,-3.321137046130464,12
2025-01-09 03:00:00,3,3,0,-8,3,0.5419175544233441,-2.6841810568674793,13
2025-01-09 04:00:00,4,3,0,-8,3,0.5446966188050023,1.9299803840671332,17
2025-01-09 05:00:00,5,3,0,-8,3,0.5474756831866605,-1.183815368578769,14
2025-01-09 06:00:00,6,3,0,2,3,0.5502547475683186,-0.015365600160213887,26
2025-01-09 07:00:00,7,3,0,2,3,0.5530338119499768,-0.49032869557353775,25
2025-01-09 08:00:00,8,3,0,2,3,0.555812876331635,1.0127236463968008,27
2025-01-09 09:00:00,9,3,0,2,3,0.5585919407132932,4.22244558394115,30
2025-01-09 10:00:00,10,3,0,12,3,0.5613710050949514,0.27175472070523665,36
2025-01-09 11:00:00,11,3,0,12,3,0.5641500694766095,1.9318163798305736,37
2025-01-09 12:00:00,12,3,0,12,3,0.5669291338582677,-6.150516303093068,29
2025-01-09 13:00:00,13,3,0,12,3,0.5697081982399259,-0.14615520579035385,35
2025-01-09 14:00:00,14,3,0,8,3,0.572487262621584,-2.5296908108786136,29
2025-01-09 15:00:00,15,3,0,8,3,0.5752663270032422,-3.6564391812708843,28
2025-01-09 16:00:00,16,3,0,8,3,0.5780453913849004,-2.6344571007862525,29
2025-01-09 17:00:00,17,3,0,8,3,0.5808244557665586,-1.0023703221024363,31
2025-01-09 18:00:00,18,3,0,3,3,0.5836035201482168,2.7477076270680394,29
2025-01-09 19:00:00,19,3,0,3,3,0.5863825845298749,-3.979178153218692,23
2025-01-09 20:00:00,20,3,0,3,3,0.5891616489115331,0.09189447778325234,27
2025-01-09 21:00:00,21,3,0,3,3,0.5919407132931913,-1.4525083000007355,25
2025-01-09 22:00:00,22,3,0,-2,3,0.5947197776748494,-0.9830192830858826,21
2025-01-09 23:00:00,23,3,0,-2,3,0.5974988420565076,3.0082734759138123,25
2025-01-10 00:00:00,0,4,0,-8,3,0.6002779064381658,1.6143463110117782,17
2025-01-10 01:00:00,1,4,0,-8,3,0.603056970819824,4.012194322328231,20
2025-01-10 02:00:00,2,4,0,-8,3,0.6058360352014822,-0.46351703774970143,15
2025-01-10 03:00:00,3,4,0,-8,3,0.6086150995831403,-2.087827835012109,14
2025-01-10 04:00:00,4,4,0,-8,3,0.6113941639647985,-0.6715764506414985,15
2025-01-10 05:00:00,5,4,0,-8,3,0.6141732283464567,0.7274903738136648,16
2025-01-10 06:00:00,6,4,0,2,3,0.6169522927281148,0.5297200753611331,26
2025-01-10 07:00:00,7,4,0,2,3,0.619731357109773,-3.2531642167000996,22
2025-01-10 08:00:00,8,4,0,2,3,0.6225104214914312,0.2714693448836226,26
2025-01-10 09:00:00,9,4,0,2,3,0.6252894858730894,0.6846849904167154,26
2025-01-10 10:00:00,10,4,0,12,3,0.6280685502547476,7.552422112601761,43
2025-01-10 11:00:00,11,4,0,12,3,0.6308476146364057,5.630533833845011,41
2025-01-10 12:00:00,12,4,0,12,3,0.6336266790180639,-2.55973005167646,33
2025-01-10 13:00:00,13,4,0,12,3,0.6364057433997221,-0.8621500846475283,35
2025-01-10 14:00:00,14,4,0,8,3,0.6391848077813802,-4.390326005511009,27
2025-01-10 15:00:00,15,4,0,8,3,0.6419638721630384,-1.7721210418904594,30
2025-01-10 16:00:00,16,4,0,8,3,0.6447429365446966,0.9468150107710215,33
2025-01-10 17:00:00,17,4,0,8,3,0.6475220009263548,3.6175608626647007,35
2025-01-10 18:00:00,18,4,0,3,3,0.650301065308013,-2.1872515132308257,24
2025-01-10 19:00:00,19,4,0,3,3,0.6530801296896711,-1.9624393202033896,25
2025-01-10 20:00:00,20,4,0,3,3,0.6558591940713293,-6.441867089215965,20
2025-01-10 21:00:00,21,4,0,3,3,0.6586382584529875,-0.48799776163472297,26
2025-01-10 22:00:00,22,4,0,-2,3,0.6614173228346456,-3.1872432355786895,18
2025-01-10 23:00:00,23,4,0,-2,3,0.6641963872163038,-1.5883182820982213,20
2025-01-11 00:00:00,0,5,1,-8,-3,0.666975451597962,-2.6305823345027646,7
2025-01-11 01:00:00,1,5,1,-8,-3,0.6697545159796202,-0.282787662757671,9
2025-01-11 02:00:00,2,5,1,-8,-3,0.6725335803612784,-5.273185174069894,4
2025-01-11 03:00:00,3,5,1,-8,-3,0.6753126447429365,-4.4011357361729715,5
2025-01-11 04:00:00,4,5,1,-8,-3,0.6780917091245947,6.387741336084894,16
2025-01-11 05:00:00,5,5,1,-8,-3,0.6808707735062529,-3.862267743822093,6
2025-01-11 06:00:00,6,5,1,2,-3,0.683649837887911,-3.290356735363919,16
2025-01-11 07:00:00,7,5,1,2,-3,0.6864289022695692,5.510740584963942,25
2025-01-11 08:00:00,8,5,1,2,-3,0.6892079666512274,8.71520150772122,28
2025-01-11 09:00:00,9,5,1,2,-3,0.6919870310328856,-3.5146998864760253,16
2025-01-11 10:00:00,10,5,1,12,-3,0.6947660954145438,-1.1047468703640917,29
2025-01-11 11:00:00,11,5,1,12,-3,0.6975451597962019,1.0246666528215287,31
2025-01-11 12:00:00,12,5,1,12,-3,0.7003242241778601,5.186092933216777,35
2025-01-11 13:00:00,13,5,1,12,-3,0.7031032885595183,-2.9605712352847124,27
2025-01-11 14:00:00,14,5,1,8,-3,0.7058823529411764,-0.7358335378263292,25
2025-01-11 15:00:00,15,5,1,8,-3,0.7086614173228346,2.332012728185232,28
2025-01-11 16:00:00,16,5,1,8,-3,0.7114404817044928,1.304298223399856,27
2025-01-11 17:00:00,17,5,1,8,-3,0.714219546086151,-1.1284682136902977,25
2025-01-11 18:00:00,18,5,1,3,-3,0.7169986104678092,-0.40146889354812343,20
2025-01-11 19:00:00,19,5,1,3,-3,0.7197776748494673,-4.124687425109945,17
2025-01-11 20:00:00,20,5,1,3,-3,0.7225567392311255,-0.7145212319239957,20
2025-01-11 21:00:00,21,5,1,3,-3,0.7253358036127837,-0.7991624700268654,20
2025-01-11 22:00:00,22,5,1,-2,-3,0.7281148679944418,0.6965096688787679,16
2025-01-11 23:00:00,23,5,1,-2,-3,0.7308939323761,-1.6659816564570482,14
2025-01-12 00:00:00,0,6,1,-8,-3,0.7336729967577582,1.414615567635417,11
2025-01-12 01:00:00,1,6,1,-8,-3,0.7364520611394164,3.0381474534594854,13
2025-01-12 02:00:00,2,6,1,-8,-3,0.7392311255210746,0.4662879830053981,10
2025-01-12 03:00:00,3,6,1,-8,-3,0.7420101899027327,1.0552692251976103,11
2025-01-12 04:00:00,4,6,1,-8,-3,0.7447892542843909,0.1594660427336021,10
2025-01-12 05:00:00,5,6,1,-8,-3,0.7475683186660491,0.0002531792742425413,10
2025-01-12 06:00:00,6,6,1,2,-3,0.7503473830477072,-2.164674100628542,18
2025-01-12 07:00:00,7,6,1,2,-3,0.7531264474293654,0.9494827850199241,21
2025-01-12 08:00:00,8,6,1,2,-3,0.7559055118110236,-0.2918597952404684,19
2025-01-12 09:00:00,9,6,1,2,-3,0.7586845761926818,6.279504926791784,26
2025-01-12 10:00:00,10,6,1,12,-3,0.76146364057434,4.720064707425728,34
2025-01-12 11:00:00,11,6,1,12,-3,0.7642427049559981,1.1575396576695023,31
2025-01-12 12:00:00,12,6,1,12,-3,0.7670217693376563,-2.2891716290843025,27
2025-01-12 13:00:00,13,6,1,12,-3,0.7698008337193145,-3.337234415950254,26
2025-01-12 14:00:00,14,6,1,8,-3,0.7725798981009726,3.5734288592665955,29
2025-01-12 15:00:00,15,6,1,8,-3,0.7753589624826308,0.7882476754414155,27
2025-01-12 16:00:00,16,6,1,8,-3,0.778138026864289,1.4404302101748325,27
2025-01-12 17:00:00,17,6,1,8,-3,0.7809170912459472,-5.233757960922578,21
2025-01-12 18:00:00,18,6,1,3,-3,0.7836961556276054,2.782315444674542,24
2025-01-12 19:00:00,19,6,1,3,-3,0.7864752200092635,1.3632610146430888,22
2025-01-12 20:00:00,20,6,1,3,-3,0.7892542843909217,-3.331292053243434,17
2025-01-12 21:00:00,21,6,1,3,-3,0.7920333487725799,-1.4145744223498469,19
2025-01-12 22:00:00,22,6,1,-2,-3,0.794812413154238,0.7911516130695587,17
2025-01-12 23:00:00,23,6,1,-2,-3,0.7975914775358962,0.15740039506873088,16
2025-01-13 00:00:00,0,0,0,-8,3,0.8003705419175544,-0.8765135574106651,15
2025-01-13 01:00:00,1,0,0,-8,3,0.8031496062992126,-0.3104648041978826,15
2025-01-13 02:00:00,2,0,0,-8,3,0.8059286706808708,-0.7559321346206561,15
2025-01-13 03:00:00,3,0,0,-8,3,0.8087077350625289,0.4576875363074057,16
2025-01-13 04:00:00,4,0,0,-8,3,0.8114867994441871,4.414475918979472,20
2025-01-13 05:00:00,5,0,0,-8,3,0.8142658638258453,-7.699975322793893,8
2025-01-13 06:00:00,6,0,0,2,3,0.8170449282075034,-0.7105507935290527,25
2025-01-13 07:00:00,7,0,0,2,3,0.8198239925891616,0.5295372641173409,26
2025-01-13 08:00:00,8,0,0,2,3,0.8226030569708198,0.8879819690612984,27
2025-01-13 09:00:00,9,0,0,2,3,0.825382121352478,-1.1157437439638695,25
2025-01-13 10:00:00,10,0,0,12,3,0.8281611857341362,-5.270165347435748,31
2025-01-13 11:00:00,11,0,0,12,3,0.8309402501157943,0.9839864511423289,37
2025-01-13 12:00:00,12,0,0,12,3,0.8337193144974525,5.182050642492555,41
2025-01-13 13:00:00,13,0,0,12,3,0.8364983788791107,-4.601584214748413,31
2025-01-13 14:00:00,14,0,0,8,3,0.8392774432607688,2.591484041094565,34
2025-01-13 15:00:00,15,0,0,8,3,0.842056507642427,-0.9855756693686817,31
2025-01-13 16:00:00,16,0,0,8,3,0.8448355720240852,-0.1839730374865419,32
2025-01-13 17:00:00,17,0,0,8,3,0.8476146364057434,-3.158695532111847,29
2025-01-13 18:00:00,18,0,0,3,3,0.8503937007874016,-1.00336851706763,26
2025-01-13 19:00:00,19,0,0,3,3,0.8531727651690597,3.9001337840968757,31
2025-01-13 20:00:00,20,0,0,3,3,0.8559518295507179,1.747965725963121,29
2025-01-13 21:00:00,21,0,0,3,3,0.8587308939323761,5.196934816229833,32
2025-01-13 22:00:00,22,0,0,-2,3,0.8615099583140342,3.532235666933081,25
2025-01-13 23:00:00,23,0,0,-2,3,0.8642890226956924,1.3172600367887286,23
2025-01-14 00:00:00,0,1,0,-8,3,0.8670680870773506,5.231803578503376,21
2025-01-14 01:00:00,1,1,0,-8,3,0.8698471514590088,1.3169794762148963,17
2025-01-14 02:00:00,2,1,0,-8,3,0.872626215840667,2.4839645303911766,18
2025-01-14 03:00:00,3,1,0,-8,3,0.8754052802223251,-0.8897128606041251,15
2025-01-14 04:00:00,4,1,0,-8,3,0.8781843446039833,0.19963744757761448,16
